dist,npc_hp,npc_stamina,npc_current_action,player_hp,player_stamina,player_action,new_action
144,1.0,0.75,5,0.76,0.89,6,1
118,0.07,0.85,5,0.52,0.47,3,6
76,0.28,0.86,0,0.56,0.72,4,1
123,0.19,0.9,5,0.84,0.98,3,6
93,0.51,0.61,0,0.59,0.93,3,1
266,0.53,0.5,3,0.79,0.36,1,1
213,0.59,0.01,6,0.23,0.61,3,0
49,0.31,0.82,5,0.38,0.53,7,5
120,0.41,0.6,3,0.01,0.98,0,1
178,0.85,0.75,0,0.95,0.85,0,1
61,0.28,0.13,3,0.74,0.59,6,1
270,0.39,0.3,3,0.96,0.33,5,0
38,0.94,0.17,5,0.18,0.16,5,5
245,0.43,0.55,3,0.92,0.82,7,1
157,0.46,0.09,3,0.86,0.87,7,0
129,0.41,0.12,3,0.92,0.14,3,0
24,0.12,0.12,5,0.79,0.62,1,5
63,0.55,0.55,6,0.51,0.41,5,7
146,0.75,0.12,3,0.27,0.35,6,1
209,0.45,0.74,1,0.82,0.12,3,1
111,0.09,0.45,1,0.78,0.51,1,1
95,0.23,0.16,1,0.74,0.11,8,1
98,0.09,0.07,0,0.6,0.61,2,0
168,0.82,0.01,1,0.98,0.57,0,0
132,0.33,0.54,0,0.83,0.6,8,1
53,0.53,0.66,3,0.79,0.15,2,5
40,0.3,0.46,3,0.07,0.87,1,4
183,0.21,0.43,1,0.7,1.0,3,1
40,0.26,0.62,0,0.2,0.49,8,4
88,0.57,0.5,5,0.39,0.09,4,6
76,0.09,0.93,6,0.66,0.5,3,7
41,0.58,0.54,5,0.73,0.68,3,5
16,0.68,0.52,5,0.66,0.22,0,5
111,0.53,0.97,6,0.84,0.95,8,7
258,0.99,0.55,0,0.83,0.16,0,1
89,0.26,0.72,3,0.19,0.7,4,1
28,0.89,0.37,5,0.07,0.25,1,5
132,0.13,0.73,6,0.11,0.71,3,7
139,0.36,0.51,6,0.96,0.7,0,7
63,0.99,0.06,5,0.14,0.39,5,5
44,0.3,0.12,1,0.28,0.16,7,3
31,0.95,0.91,5,0.83,0.57,3,6
42,0.4,0.16,0,0.41,0.46,2,3
113,0.56,0.93,0,0.25,0.68,4,1
232,0.94,0.88,0,0.11,0.48,5,1
49,0.07,0.06,6,0.64,0.71,4,0
56,0.85,0.3,6,0.22,0.46,8,0
115,0.36,0.02,3,0.83,0.31,1,0
119,0.85,0.16,1,0.57,0.45,5,0
151,0.41,0.11,3,0.47,0.87,6,1
98,0.14,0.19,3,0.12,0.2,8,1
141,0.13,0.67,3,0.43,0.02,2,1
251,0.43,0.13,0,1.0,0.04,3,0
64,0.73,0.34,3,0.51,0.9,3,1
54,0.93,0.4,3,0.36,0.56,4,3
63,0.67,0.36,3,0.61,0.32,0,1
49,0.83,0.31,1,0.01,0.13,2,4
227,0.44,0.36,5,0.9,0.77,8,1
177,0.03,0.67,0,0.43,0.76,4,1
233,0.32,0.7,5,0.56,0.08,6,1
57,0.05,0.4,1,0.91,0.98,5,2
179,0.63,0.75,1,0.3,0.56,3,1
61,0.88,0.43,5,0.02,0.73,5,6
43,0.64,0.93,3,0.75,0.0,2,5
131,0.94,0.74,5,0.42,0.54,7,6
169,0.37,0.34,0,0.41,0.71,5,1
126,0.61,0.74,0,0.56,0.48,7,1
44,0.17,0.77,3,0.74,0.93,5,2
36,0.77,0.2,3,0.66,0.29,5,3
176,0.85,0.61,0,0.14,0.66,5,1
159,0.05,0.88,5,0.92,0.99,2,6
119,0.6,0.25,5,0.81,0.8,8,1
75,0.72,0.1,1,0.44,0.35,0,0
21,0.24,0.65,5,0.18,0.3,0,5
190,0.63,0.22,3,0.78,0.88,6,1
46,0.46,0.53,6,0.11,0.01,2,0
96,0.62,0.57,5,0.84,0.59,6,1
80,0.2,0.57,1,0.53,0.25,1,1
133,0.88,0.19,3,0.04,0.24,7,0
101,0.11,0.83,5,0.04,0.95,4,6
40,0.48,0.15,1,0.06,0.61,2,3
64,0.25,0.68,1,0.8,0.29,6,1
23,0.16,0.87,1,0.29,0.82,7,5
12,0.66,0.03,1,0.32,0.6,2,3
241,0.36,0.71,1,0.89,0.62,6,1
65,0.48,0.79,5,0.95,0.67,8,1
36,0.96,0.98,0,0.81,0.07,2,5
37,0.47,0.08,3,0.88,0.84,8,4
85,0.56,0.05,0,0.89,0.4,2,0
69,0.43,0.96,1,0.74,0.82,6,1
125,0.03,0.79,5,0.37,0.42,6,1
28,0.26,0.73,6,0.33,0.82,0,7
163,0.86,0.02,5,0.94,0.11,5,6
155,0.6,0.11,3,0.25,0.41,6,1
69,0.63,0.71,3,0.04,0.45,7,1
114,0.43,0.34,3,0.59,0.75,6,1
165,0.49,0.99,6,0.13,0.13,7,0
83,0.57,0.66,1,0.38,0.33,3,1
95,0.42,0.13,5,0.77,0.52,6,1
193,0.08,0.79,0,0.86,0.26,8,1
57,0.19,0.6,6,0.19,0.82,3,7
138,0.08,0.12,5,0.92,0.19,6,1
35,0.51,0.81,6,0.79,0.58,0,7
80,0.2,0.67,6,0.45,0.84,7,7
197,0.07,0.65,0,0.98,0.52,7,1
166,0.41,0.33,1,0.23,0.76,1,1
220,0.21,0.16,5,0.36,0.8,1,6
70,0.32,0.74,1,0.4,0.97,8,1
93,0.46,0.34,6,0.51,0.73,7,0
56,0.32,0.02,0,0.06,0.93,2,3
125,0.47,0.79,5,0.21,0.81,1,6
160,0.16,0.69,5,0.95,0.98,2,6
48,0.98,0.51,0,0.51,0.87,3,5
68,0.68,0.97,6,0.5,0.12,1,0
99,0.93,0.87,5,0.62,0.44,7,6
244,0.43,0.62,6,0.16,0.12,1,0
123,0.11,0.31,3,0.13,0.58,1,1
129,0.42,0.25,0,0.3,0.57,0,0
79,0.34,0.51,0,0.49,0.25,8,1
116,0.4,0.25,1,0.55,0.93,2,0
38,0.22,0.17,1,0.13,0.53,7,3
53,0.95,0.88,5,0.85,0.03,2,6
73,0.24,0.66,5,0.72,0.52,3,6
92,0.63,0.18,3,0.97,0.53,5,0
114,0.96,0.72,5,0.08,0.51,1,6
186,0.17,0.41,5,0.6,0.56,6,1
130,0.71,0.1,6,0.78,0.75,7,0
42,0.59,0.65,5,0.73,0.76,1,6
58,0.54,0.19,0,0.94,0.66,6,4
46,0.31,0.33,1,0.37,0.44,8,4
38,0.31,1.0,6,0.24,0.73,7,7
29,0.59,0.59,1,0.49,0.18,1,5
23,0.5,0.5,5,0.57,0.88,7,6
32,0.74,0.38,3,0.54,0.0,8,4
30,0.13,0.48,6,0.89,0.51,5,7
284,0.97,0.66,6,0.58,0.83,3,7
52,0.36,0.55,3,0.33,0.76,5,2
128,0.63,0.81,6,0.65,0.08,8,0
56,0.01,0.34,3,0.86,0.54,7,4
205,0.67,0.21,3,0.73,0.55,0,0
249,0.41,0.68,5,0.65,0.11,4,6
66,0.92,0.49,5,0.61,0.47,0,6
162,0.57,0.35,5,0.3,0.61,7,6
96,0.66,0.36,5,0.31,0.6,7,6
104,0.21,0.47,3,0.97,0.5,2,1
172,0.44,0.56,0,0.03,0.36,6,1
43,0.48,0.59,3,0.67,0.19,6,4
200,0.69,0.61,6,0.24,0.38,7,7
61,0.91,0.48,0,0.28,0.86,3,1
249,0.11,0.08,0,0.3,0.68,3,0
177,0.7,0.13,3,0.79,0.03,7,0
141,0.39,0.11,6,0.02,0.46,3,0
26,0.95,0.43,6,0.22,0.85,7,7
20,0.92,0.44,0,0.46,0.4,6,4
83,0.63,0.81,0,0.56,0.86,1,1
171,0.74,0.96,1,0.71,0.46,8,1
46,0.01,0.33,6,0.56,0.44,8,0
198,0.88,0.16,0,0.57,0.88,1,0
82,0.65,0.87,5,0.65,0.78,4,6
64,0.09,0.51,6,0.55,0.81,4,7
73,0.31,0.2,5,0.91,0.17,7,6
36,0.88,0.96,0,0.84,0.8,8,4
158,0.33,0.21,1,0.48,0.08,6,1
58,0.95,0.96,1,0.94,0.69,3,4
32,0.8,0.73,5,0.07,0.68,2,6
31,0.06,0.34,1,0.22,0.9,0,4
94,0.17,0.66,3,0.56,0.79,1,1
59,0.42,0.06,5,0.15,0.72,7,6
126,0.39,0.44,3,0.08,0.61,2,1
170,0.76,0.07,5,0.84,0.15,6,1
68,0.45,0.6,0,0.36,0.66,1,1
8,0.53,0.37,6,0.06,0.86,4,0
238,0.73,0.41,3,0.76,0.32,2,1
122,0.67,0.92,6,0.3,0.4,7,7
134,0.59,0.59,3,0.85,0.8,0,1
55,0.48,0.46,6,0.87,0.65,5,7
92,0.59,0.76,0,0.19,0.65,3,1
86,0.67,0.81,6,0.39,0.02,4,0
65,0.27,0.97,6,0.38,0.88,7,7
152,0.99,0.72,3,0.05,0.66,7,1
28,0.81,0.35,1,0.69,0.78,1,4
46,0.64,0.58,0,0.63,0.52,0,5
92,0.89,0.98,1,0.5,0.55,2,1
75,0.2,0.02,6,0.66,0.68,4,0
53,0.84,0.95,1,0.66,0.25,0,4
102,0.4,0.89,6,0.72,0.84,6,7
242,0.16,0.0,3,0.02,0.55,4,0
160,0.57,0.41,1,0.41,0.83,6,1
105,0.76,0.14,1,0.95,0.47,6,1
69,0.85,0.53,5,0.94,0.69,0,6
138,0.37,0.91,3,0.95,0.95,8,1
119,0.89,0.7,5,0.39,0.26,5,6
150,0.14,0.7,6,0.2,0.38,0,7
127,0.36,0.18,0,0.44,0.87,6,1
174,0.9,0.91,3,0.77,0.17,7,1
25,0.45,0.72,3,0.94,0.54,1,4
99,0.98,0.16,1,0.52,0.06,3,0
115,0.45,0.93,5,0.89,0.73,2,6
234,0.12,0.13,6,0.81,0.41,1,0
165,0.55,0.8,1,0.24,0.52,7,1
79,0.41,0.07,5,0.55,0.35,2,6
176,0.3,0.01,1,0.38,0.69,6,1
95,0.63,0.13,3,0.46,0.76,3,0
120,0.53,0.49,0,0.81,0.12,1,1
96,0.01,0.07,3,0.77,1.0,0,0
16,0.12,0.5,6,0.17,0.8,7,7
138,0.72,0.84,3,0.69,0.49,3,1
8,0.52,0.2,0,0.15,0.03,3,0
78,0.66,0.32,5,0.54,0.67,4,6
18,0.44,0.8,1,0.17,0.8,1,4
235,0.56,0.87,6,0.56,0.39,2,7
24,0.65,0.2,3,0.68,0.51,2,3
57,0.82,0.16,1,0.3,0.07,0,3
51,0.78,0.04,6,0.33,0.6,6,0
40,0.17,0.25,3,0.84,0.0,3,0
126,0.32,0.97,0,0.47,0.78,4,1
30,0.19,0.52,5,0.92,0.93,2,6
73,0.07,0.43,5,0.35,0.94,3,6
107,0.4,0.32,0,0.63,0.77,5,1
81,0.18,0.32,6,0.94,0.74,2,0
32,0.02,0.76,0,0.39,0.85,4,2
45,0.23,0.94,1,0.47,0.58,0,5
88,0.76,0.91,3,0.83,0.64,1,1
89,0.14,0.32,5,0.95,0.59,6,1
132,0.16,0.97,6,0.22,0.27,2,0
42,0.5,0.86,0,0.77,0.84,8,4
199,0.51,0.79,6,0.91,0.56,4,7
189,0.9,0.72,6,0.95,0.67,2,7
96,0.04,0.99,1,0.64,0.39,4,1
149,0.41,0.01,5,0.36,0.63,0,6
125,0.13,0.68,0,0.93,0.35,0,1
49,0.6,0.94,6,0.1,0.46,2,7
133,0.44,0.66,6,0.21,0.52,8,7
105,0.63,0.17,3,0.05,0.82,2,0
284,0.51,0.42,0,0.73,0.29,4,1
122,0.69,0.31,6,0.98,0.2,6,0
3,0.33,0.75,0,0.19,0.49,6,4
125,0.55,0.99,5,0.52,0.39,5,6
76,0.16,0.06,5,0.17,0.32,4,6
130,0.09,0.01,5,0.97,0.12,5,6
71,0.52,0.32,1,0.57,0.72,6,1
124,0.13,0.92,1,0.38,0.29,5,1
253,0.28,0.36,1,0.34,0.2,4,1
49,0.88,0.2,6,0.51,0.99,2,0
47,0.87,0.9,1,0.38,0.57,4,3
246,0.52,0.03,6,0.73,0.21,1,0
170,0.29,0.01,6,0.02,0.56,1,0
187,0.64,0.86,6,0.98,0.68,2,7
16,0.8,0.44,3,0.34,0.68,0,4
176,0.34,0.47,1,0.45,0.16,4,1
107,0.31,0.28,3,0.12,0.11,5,0
51,0.88,0.42,5,0.53,0.45,3,5
213,0.34,0.59,0,0.7,0.11,1,1
67,0.05,0.51,6,0.43,0.64,1,7
118,0.94,0.98,5,0.6,0.19,5,6
81,0.25,0.06,0,0.9,0.36,0,0
61,0.98,0.33,5,0.28,0.44,5,5
61,0.93,0.72,1,0.8,0.05,3,1
108,0.65,0.99,0,0.73,0.35,7,1
69,0.86,0.63,0,0.06,0.48,5,1
61,0.1,0.04,3,0.84,0.02,0,0
123,0.72,0.14,6,0.22,0.48,8,0
209,0.61,0.99,5,0.22,0.39,0,6
223,0.54,0.65,6,0.64,0.97,7,7
113,0.52,0.79,1,0.18,0.86,1,1
121,0.49,0.32,0,0.54,0.95,3,1
86,0.02,0.44,5,0.8,0.54,3,6
200,0.39,0.46,3,0.75,0.72,1,1
123,0.27,0.5,6,0.99,0.12,7,0
41,0.95,0.87,5,0.1,0.96,1,5
196,0.64,0.33,6,0.47,0.87,5,0
115,0.35,0.64,6,0.16,0.23,5,0
147,0.27,0.29,5,0.51,0.19,1,6
66,0.15,0.17,3,0.83,0.04,3,0
41,0.1,0.94,3,0.15,0.64,7,5
239,0.96,0.16,0,0.78,0.43,4,0
218,0.1,0.08,5,0.63,0.66,1,6
71,0.25,0.36,6,0.5,0.7,7,0
53,0.2,0.8,3,0.7,0.01,1,5
219,0.77,0.69,5,0.42,0.14,7,6
105,0.1,0.98,5,0.39,0.62,7,6
66,0.5,0.64,3,0.45,0.51,1,1
43,0.89,0.19,5,0.34,0.7,2,6
55,0.17,0.93,6,0.41,0.05,3,0
136,0.95,0.57,5,0.35,0.72,4,6
103,0.5,0.52,5,0.23,0.56,1,6
58,0.15,0.8,5,0.17,0.84,2,6
171,0.34,0.55,1,0.36,0.18,1,1
84,0.28,0.88,6,0.1,0.56,7,7
65,0.74,0.86,1,0.23,0.27,1,1
199,0.99,0.84,3,0.88,1.0,2,1
122,0.43,0.26,3,0.71,0.79,0,0
102,0.39,0.48,0,0.74,0.55,8,1
114,0.65,0.7,3,0.64,0.37,0,1
17,0.75,0.44,6,0.85,0.0,1,0
114,0.53,0.38,6,0.1,0.67,2,0
15,0.62,0.63,3,0.5,0.06,0,5
20,0.09,0.7,3,0.83,0.59,8,5
143,0.36,0.2,0,0.58,0.01,4,0
252,0.06,0.45,1,0.68,0.88,4,1
38,0.77,0.75,5,0.63,0.97,8,5
165,0.68,0.19,0,0.88,0.97,2,0
233,0.21,0.56,3,0.18,0.61,6,1
88,0.86,0.86,1,0.8,0.53,7,1
52,0.13,0.45,0,0.6,0.88,1,4
56,0.13,0.76,3,0.16,0.8,1,4
134,0.54,0.31,5,0.78,0.72,0,6
65,0.83,0.52,1,0.95,0.25,4,1
153,0.5,0.6,0,0.87,0.68,0,1
44,0.4,0.51,5,0.14,0.2,3,6
137,0.19,0.47,5,0.97,0.63,5,6
154,0.9,0.09,5,0.05,0.52,4,6
143,0.33,0.86,6,0.23,0.74,6,7
155,0.22,0.7,3,0.52,0.85,6,1
226,0.64,0.93,5,0.42,0.89,0,6
29,0.28,0.83,0,0.09,0.03,4,3
67,0.16,0.35,3,0.49,0.69,0,1
235,0.78,0.37,5,0.09,0.38,6,1
52,0.17,0.29,1,0.43,0.33,2,3
94,0.88,0.86,3,0.44,0.5,7,1
40,0.21,0.24,5,0.03,0.83,1,5
75,0.02,0.87,1,0.79,0.03,8,1
65,0.25,0.44,0,0.95,0.29,0,1
50,0.15,0.96,1,0.34,0.71,2,5
174,0.51,0.69,3,0.48,0.23,1,1
106,0.23,0.28,5,0.17,0.2,4,6
218,0.47,0.85,1,0.15,0.08,4,1
191,0.92,0.98,5,0.5,0.95,1,6
110,0.11,0.34,0,0.35,0.9,7,1
24,0.11,0.33,1,0.3,0.77,0,4
45,0.66,0.82,5,0.54,0.59,8,4
221,0.29,0.09,3,0.84,0.48,6,1
40,0.23,0.22,3,0.7,0.75,6,4
44,0.3,0.89,3,0.4,0.66,8,4
54,0.45,0.1,0,0.67,0.01,7,3
65,0.73,0.41,0,0.22,0.53,7,1
241,0.46,0.64,5,0.89,0.75,3,6
267,0.66,0.46,3,0.74,0.43,1,1
50,0.29,0.22,1,0.5,0.81,7,3
39,0.13,0.8,0,0.21,1.0,0,4
239,0.63,0.37,3,0.56,0.81,7,1
128,0.25,0.03,6,0.18,0.3,6,0
93,0.2,0.79,1,0.6,0.84,3,1
68,0.43,0.26,0,0.95,0.12,7,0
236,0.58,0.42,6,0.13,0.74,3,7
101,0.6,0.66,6,0.87,0.55,6,7
49,0.64,0.13,3,0.11,0.98,6,4
56,0.91,0.66,1,0.39,0.38,3,4
81,0.71,0.49,3,0.46,0.67,0,1
35,0.93,0.6,6,0.99,0.56,2,7
80,0.2,0.96,1,0.7,0.53,3,1
111,0.86,0.31,1,0.74,0.11,1,1
149,0.78,0.18,0,0.26,0.2,3,0
210,0.99,0.87,5,0.18,0.19,3,6
54,0.47,0.17,1,0.17,0.08,2,3
120,0.93,0.8,6,0.68,0.57,1,7
82,0.32,0.78,1,0.07,0.22,8,1
104,0.58,0.82,0,0.5,0.55,7,1
244,0.26,0.84,3,0.49,0.72,4,1
196,0.49,0.29,1,0.43,0.06,3,0
22,0.24,0.58,3,0.53,0.35,1,4
36,0.66,0.4,1,0.87,0.71,3,0
155,0.25,0.57,3,0.05,0.62,8,1
155,0.57,0.14,5,0.25,0.67,7,6
233,0.31,0.98,1,0.92,0.31,5,1
127,0.64,0.85,0,0.46,0.24,5,1
271,0.77,0.04,6,0.8,0.95,0,0
43,0.37,0.08,3,0.37,0.74,6,4
18,0.45,0.28,0,0.59,0.05,2,3
108,0.93,0.63,5,0.71,0.01,2,6
51,0.22,0.92,3,0.26,0.18,1,5
167,0.46,0.45,0,0.96,0.17,7,1
50,0.44,0.47,1,0.31,0.62,8,4
80,0.06,0.86,3,0.69,0.35,0,1
4,0.53,0.86,1,0.26,0.83,3,4
23,0.79,0.13,5,0.58,0.9,5,5
180,0.3,0.08,3,0.33,0.36,1,0
218,0.67,0.08,5,0.77,0.96,8,1
106,0.44,0.39,0,0.26,0.93,7,1
12,0.25,0.47,3,0.29,0.02,4,3
143,0.25,0.91,1,0.45,0.06,7,1
40,0.83,0.89,3,0.4,0.57,1,4
97,0.95,0.61,0,0.24,0.2,5,1
54,0.39,0.71,1,0.55,0.77,1,4
94,0.99,0.3,1,0.75,0.95,4,0
61,0.22,0.07,1,0.96,0.16,7,0
141,0.43,0.86,3,0.28,0.07,7,1
86,0.96,0.53,3,0.63,0.9,2,1
169,0.48,0.04,6,0.26,0.16,3,0
28,0.41,0.87,3,0.83,0.88,5,2
125,0.13,0.11,0,0.4,0.27,4,0
71,0.68,0.14,6,0.13,0.54,8,0
32,0.89,0.6,1,0.27,0.31,8,4
120,0.4,0.59,1,0.22,0.18,2,1
35,0.4,0.98,0,0.4,0.73,2,5
12,0.49,0.92,0,0.1,0.4,1,5
52,0.9,0.87,1,0.59,0.67,2,0
14,0.88,0.08,3,0.69,0.36,1,3
74,0.6,0.19,5,0.37,0.04,3,6
115,0.97,0.36,6,0.87,0.73,7,0
81,0.55,0.0,5,0.57,0.15,7,6
127,0.57,0.06,0,0.82,0.51,7,0
9,0.33,0.57,5,0.77,0.32,6,4
21,0.41,0.55,0,0.18,0.73,2,0
100,0.19,0.84,6,0.95,0.44,4,7
246,0.03,0.96,6,0.98,0.27,6,0
26,0.29,0.91,3,0.53,0.34,8,5
263,0.04,0.67,6,0.74,0.45,5,7
82,0.93,0.88,1,0.52,0.5,4,1
33,0.51,0.39,3,0.28,0.31,2,4
237,0.05,0.18,1,0.78,0.51,8,1
123,0.12,0.81,1,0.11,0.18,5,1
122,0.72,1.0,0,0.54,0.82,5,1
288,0.56,0.23,1,0.68,0.38,5,0
47,0.8,0.62,6,0.11,0.95,3,7
59,0.44,0.48,5,0.79,0.4,3,6
38,0.12,0.91,6,0.22,0.04,1,0
128,0.04,0.44,5,0.75,0.61,5,6
280,0.97,0.69,0,0.92,0.91,8,1
134,0.79,0.67,5,0.64,0.11,7,6
62,0.54,0.1,1,0.6,0.62,2,0
138,0.89,0.05,1,0.87,0.82,1,0
256,0.6,0.22,5,0.97,0.17,4,6
54,0.26,0.6,5,0.21,0.48,5,5
12,0.92,0.83,0,0.38,0.34,7,4
155,0.56,0.84,6,0.89,0.62,3,7
31,0.13,0.92,5,0.81,0.76,4,5
133,0.54,0.95,3,0.47,0.75,0,1
186,0.34,0.73,3,0.84,0.19,3,1
91,0.12,0.7,1,0.33,0.33,7,1
199,0.99,0.68,0,0.59,0.5,1,1
133,0.35,0.75,6,0.84,0.7,0,7
109,0.46,0.91,5,0.48,0.44,2,6
45,0.49,0.34,3,0.91,0.13,7,4
45,0.23,0.41,5,0.8,0.9,8,4
92,0.68,0.79,1,0.83,0.9,6,1
135,0.39,0.8,6,0.94,0.62,6,7
25,0.51,0.46,0,0.41,0.21,7,4
167,0.53,0.11,6,0.78,0.96,2,0
177,0.89,0.27,5,0.02,0.87,2,6
25,0.5,0.74,1,0.34,0.56,7,5
97,0.64,0.28,1,0.06,0.21,2,0
166,0.98,0.54,6,0.8,0.95,0,7
93,0.58,0.11,6,0.49,0.98,8,0
193,0.45,0.96,6,0.62,0.16,5,0
118,0.58,0.71,3,0.53,0.49,7,1
153,0.33,0.08,5,0.78,0.93,2,6
89,0.39,0.93,0,0.26,0.06,3,1
66,0.32,0.96,3,0.96,0.3,7,1
73,0.68,0.23,5,0.44,0.25,1,6
111,0.12,0.85,3,0.67,0.01,8,1
66,0.5,0.64,6,0.33,0.75,0,7
39,0.62,0.12,1,0.55,0.23,1,3
114,0.06,0.21,5,0.86,0.14,7,6
172,0.99,0.74,5,0.04,0.21,5,6
147,0.89,0.66,0,0.62,0.01,7,1
42,0.86,0.23,6,0.74,0.15,8,0
88,0.86,0.86,1,0.09,0.81,4,1
38,0.95,0.49,5,0.17,0.01,5,5
130,0.54,0.84,1,0.88,0.54,5,1
46,0.49,0.75,3,0.94,0.08,5,2
145,0.79,0.03,0,0.74,0.45,0,0
116,0.06,0.06,3,0.19,0.98,8,1
46,0.39,0.88,3,0.34,0.45,5,2
84,0.43,0.2,3,0.46,0.91,7,0
143,0.83,0.14,5,0.79,0.24,4,6
142,0.41,0.59,5,0.71,0.39,0,6
31,0.93,0.47,0,0.19,0.56,1,4
85,0.74,0.53,6,0.76,0.08,1,0
19,0.51,0.29,5,0.53,0.23,4,6
160,0.78,0.84,1,0.7,0.9,1,1
89,0.82,0.01,0,0.65,0.7,5,0
222,0.85,0.97,6,0.65,0.09,5,0
183,0.23,0.02,1,0.89,0.97,4,0
23,0.96,0.11,5,0.16,0.89,5,6
126,0.86,0.09,5,0.49,0.68,4,6
101,0.53,0.78,3,0.49,0.91,3,1
140,0.15,0.02,6,0.32,0.63,3,0
162,0.12,0.57,1,0.61,0.86,4,1
85,0.77,0.84,0,0.92,0.45,8,1
98,0.95,0.42,6,0.81,0.89,3,7
91,0.92,0.67,6,0.71,0.51,0,7
50,0.31,0.02,1,0.22,0.04,8,4
85,0.92,0.85,1,0.74,0.06,0,1
115,0.68,0.28,6,0.02,0.53,3,0
143,0.16,0.39,6,0.55,0.06,7,0
239,0.89,0.47,5,0.15,0.72,8,1
115,0.29,0.01,6,0.77,0.58,0,0
278,0.73,0.38,5,0.28,0.82,5,6
38,0.29,0.0,5,0.34,0.47,3,5
82,0.2,0.13,6,0.44,0.01,0,0
134,0.84,0.58,0,0.47,0.38,6,1
203,0.13,0.39,0,0.83,0.18,6,1
41,0.23,0.29,5,0.69,0.34,4,5
39,0.39,0.6,6,0.89,0.64,3,7
230,0.21,0.37,1,0.73,0.73,6,1
158,0.84,0.51,5,0.12,0.18,4,6
88,0.75,0.43,3,0.19,0.04,8,1
103,0.53,0.72,3,0.54,0.93,4,1
233,0.2,0.81,1,0.4,0.93,2,1
55,0.89,0.92,6,0.71,0.76,5,7
78,0.83,0.31,6,0.17,0.82,0,0
23,0.77,0.95,3,0.29,0.42,6,4
177,0.51,0.5,3,0.67,0.34,5,1
128,0.67,0.1,3,0.9,0.37,1,0
201,0.44,0.71,1,0.65,0.4,8,1
41,0.17,0.55,5,0.5,0.78,5,5
26,0.17,0.61,0,0.06,0.98,6,4
108,0.95,0.52,5,0.11,0.71,8,1
75,0.73,0.26,3,0.34,0.67,3,0
279,0.83,0.05,6,0.39,0.68,1,0
64,0.16,0.29,3,0.38,0.48,1,0
155,0.92,0.72,5,0.72,0.51,2,6
79,0.2,0.24,0,0.88,0.66,2,0
74,0.77,0.81,6,0.4,0.33,8,7
26,0.83,0.93,6,0.8,0.5,7,7
189,0.59,0.61,6,0.96,0.94,0,7
173,0.91,0.4,1,0.11,0.8,0,1
127,0.13,0.06,3,0.4,0.89,5,0
135,0.56,0.24,0,0.77,0.67,5,0
137,0.07,0.52,0,0.92,0.08,4,1
208,0.35,0.25,5,0.8,0.98,0,6
241,0.98,0.1,6,0.46,0.63,3,0
101,0.46,0.35,1,0.34,0.62,6,1
252,0.04,0.62,1,0.13,0.08,1,1
142,0.84,0.6,5,0.24,0.51,5,6
101,0.13,0.9,5,0.41,0.92,0,6
129,0.28,0.17,5,0.37,0.42,1,6
205,0.63,0.46,6,0.26,0.83,3,7
35,0.4,0.68,6,0.83,0.58,5,7
180,0.35,0.83,0,0.09,0.19,0,1
208,0.74,0.35,5,0.5,0.2,3,6
77,0.75,0.63,5,0.64,0.32,5,6
156,0.98,0.36,5,0.69,0.49,8,1
52,0.43,0.76,0,0.38,0.9,1,4
60,0.96,0.02,6,0.93,0.6,7,0
105,0.98,0.8,3,0.42,0.02,6,1
165,0.44,0.55,0,0.24,0.8,1,1
61,0.43,0.69,1,0.37,0.69,0,1
142,0.6,0.7,5,0.27,0.9,4,6
226,0.26,0.46,5,0.61,0.26,5,6
130,0.1,0.51,0,0.1,0.35,8,1
35,0.25,0.1,6,0.19,0.05,2,0
55,0.12,0.02,6,0.67,0.73,7,0
78,0.68,0.31,0,0.73,0.93,5,1
111,0.07,0.13,5,0.27,0.67,3,6
74,0.03,0.92,1,0.36,0.48,0,1
138,0.21,0.4,6,0.84,0.16,6,0
70,0.45,0.76,1,0.4,0.89,6,1
159,0.5,0.11,1,0.5,0.68,8,1
60,0.33,0.0,0,0.16,0.57,6,4
81,0.94,0.37,5,0.8,0.86,3,6
153,0.7,0.23,0,0.34,0.55,0,0
51,0.31,0.0,6,0.73,0.35,8,0
106,0.1,0.07,1,0.7,0.73,8,1
46,0.48,0.36,1,0.9,0.2,6,4
81,0.18,0.76,6,0.26,0.39,0,7
111,0.69,0.28,3,0.91,0.54,3,0
98,0.72,0.77,5,0.76,0.95,7,6
166,0.97,0.22,3,0.62,0.92,7,0
162,0.03,0.94,3,0.26,0.28,1,1
159,0.31,0.68,1,0.09,0.68,3,1
50,0.55,0.76,0,0.13,0.52,0,4
124,0.52,0.67,5,0.12,0.31,1,6
172,0.28,0.97,1,0.93,0.3,7,1
127,0.67,0.77,5,0.31,0.95,2,6
49,0.9,0.02,6,0.07,0.12,8,0
176,0.57,0.24,1,0.44,0.59,4,0
120,0.34,0.69,1,0.94,0.59,6,1
115,0.96,0.32,1,0.93,0.46,4,1
93,0.57,0.86,5,0.96,0.16,6,1
113,0.91,0.22,5,0.91,0.35,6,1
209,0.25,0.91,6,0.91,0.44,8,7
165,0.92,0.02,3,0.32,0.46,8,1
81,0.47,0.72,1,0.54,0.05,0,1
183,0.34,0.19,1,0.59,0.49,1,0
140,0.32,0.61,3,0.49,0.28,6,1
86,0.04,0.16,0,0.33,0.95,5,0
112,0.9,0.4,5,0.71,0.58,2,6
104,0.97,0.02,0,0.08,0.85,2,0
30,0.07,0.69,3,0.39,0.96,8,5
